image_path,true_label,pred_label,confidence,correct
val/class_00/0_4049.JPG,0,44,0.3689,False
val/class_00/0_4101.JPG,0,45,0.3647,False
val/class_00/0_4088.JPG,0,44,0.3665,False
val/class_00/0_4077.JPG,0,44,0.3650,False
val/class_00/0_4089.JPG,0,44,0.3639,False
val/class_00/0_4102.JPG,0,44,0.3585,False
val/class_00/0_4084.JPG,0,45,0.3657,False
val/class_00/0_4047.JPG,0,45,0.3688,False
val/class_00/0_4046.JPG,0,45,0.3605,False
val/class_00/0_4050.JPG,0,45,0.3684,False
val/class_00/0_4044.JPG,0,45,0.3602,False
val/class_00/0_4078.JPG,0,45,0.3629,False
val/class_00/0_4051.JPG,0,44,0.3646,False
val/class_00/0_4092.JPG,0,44,0.3651,False
val/class_00/0_4096.JPG,0,45,0.3647,False
val/class_00/0_4082.JPG,0,45,0.3709,False
val/class_00/0_4055.JPG,0,44,0.3679,False
val/class_00/0_4040.JPG,0,45,0.3614,False
val/class_00/0_4083.JPG,0,45,0.3669,False
val/class_00/0_4097.JPG,0,45,0.3710,False
val/class_00/0_4095.JPG,0,45,0.3598,False
val/class_00/0_4056.JPG,0,45,0.3708,False
val/class_00/0_4057.JPG,0,44,0.3588,False
val/class_00/0_4080.JPG,0,45,0.3706,False
val/class_00/0_3950.JPG,0,44,0.3659,False
val/class_00/0_3993.JPG,0,44,0.3627,False
val/class_00/0_3987.JPG,0,45,0.3676,False
val/class_00/0_4018.JPG,0,45,0.3681,False
val/class_00/0_3992.JPG,0,45,0.3669,False
val/class_00/0_3979.JPG,0,44,0.3643,False
val/class_00/0_3951.JPG,0,44,0.3737,False
val/class_00/0_3947.JPG,0,44,0.3687,False
val/class_00/0_3953.JPG,0,45,0.3736,False
val/class_00/0_4033.JPG,0,45,0.3622,False
val/class_00/0_3991.JPG,0,44,0.3666,False
val/class_00/0_3985.JPG,0,44,0.3763,False
val/class_00/0_3952.JPG,0,44,0.3635,False
val/class_00/0_4036.JPG,0,44,0.3651,False
val/class_00/0_4022.JPG,0,45,0.3689,False
val/class_00/0_3994.JPG,0,44,0.3639,False
val/class_00/0_4023.JPG,0,44,0.3767,False
val/class_00/0_4037.JPG,0,45,0.3683,False
val/class_00/0_3957.JPG,0,44,0.3717,False
val/class_00/0_3969.JPG,0,44,0.3681,False
val/class_00/0_4021.JPG,0,45,0.3729,False
val/class_00/0_3997.JPG,0,44,0.3712,False
val/class_00/0_3954.JPG,0,44,0.3647,False
val/class_00/0_3968.JPG,0,45,0.3735,False
val/class_01/1_13.jpg,1,1,0.5245,True
val/class_01/1_12.jpg,1,45,0.3553,False
val/class_01/1_10.jpg,1,1,0.5388,True
val/class_01/1_9.jpg,1,45,0.3216,False
val/class_01/1_8.jpg,1,1,0.5970,True
val/class_01/1_11.jpg,1,1,0.5145,True
val/class_01/1_29.jpg,1,1,0.5742,True
val/class_01/1_14.jpg,1,1,0.4519,True
val/class_01/1_16.jpg,1,45,0.3131,False
val/class_01/1_17.jpg,1,44,0.3861,False
val/class_01/1_26.jpg,1,1,0.4984,True
val/class_01/1_3.jpg,1,1,0.5353,True
val/class_01/1_2.jpg,1,2,0.6126,False
val/class_01/1_25.jpg,1,1,0.5552,True
val/class_01/1_0.jpg,1,1,0.5298,True
val/class_01/1_1.jpg,1,1,0.5744,True
val/class_01/1_18.jpg,1,1,0.5357,True
val/class_01/1_20.jpg,1,1,0.5490,True
val/class_01/1_21.jpg,1,1,0.5819,True
val/class_01/1_23.jpg,1,45,0.3501,False
val/class_01/1_6.jpg,1,44,0.3505,False
val/class_01/1_15.JPG,1,1,0.3883,True
val/class_01/1_28.JPG,1,1,0.4207,True
val/class_01/1_27.JPG,1,1,0.5122,True
val/class_01/1_19.JPG,1,2,0.2479,False
val/class_01/1_24.JPG,1,1,0.5549,True
val/class_01/1_5.JPG,1,1,0.3636,True
val/class_01/1_4.JPG,1,1,0.4434,True
val/class_01/1_7.JPG,1,1,0.3626,True
val/class_01/1_22.JPG,1,1,0.5286,True
val/class_02/2_35.jpg,2,1,0.5930,False
val/class_02/2_37.jpg,2,2,0.6159,True
val/class_02/2_32.jpg,2,2,0.6003,True
val/class_02/2_30.jpg,2,44,0.2874,False
val/class_02/2_31.jpg,2,7,0.4144,False
val/class_02/2_42.jpg,2,1,0.5564,False
val/class_02/2_43.jpg,2,1,0.5379,False
val/class_02/2_41.jpg,2,44,0.3264,False
val/class_02/2_40.jpg,2,2,0.6263,True
val/class_02/2_44.jpg,2,1,0.3217,False
val/class_02/2_45.jpg,2,2,0.6069,True
val/class_02/2_51.jpg,2,2,0.6496,True
val/class_02/2_47.jpg,2,2,0.6107,True
val/class_02/2_39.jpg,2,1,0.5528,False
val/class_02/2_38.jpg,2,2,0.6168,True
val/class_02/2_34.JPG,2,2,0.6150,True
val/class_02/2_36.JPG,2,2,0.5993,True
val/class_02/2_33.JPG,2,2,0.6360,True
val/class_02/2_50.JPG,2,2,0.2954,True
val/class_02/2_46.JPG,2,2,0.6412,True
val/class_02/2_48.JPG,2,2,0.6196,True
val/class_02/2_49.JPG,2,2,0.6156,True
val/class_03/3_4308.jpg,3,3,0.3721,True
val/class_03/3_4320.jpg,3,3,0.3834,True
val/class_03/3_4268.jpg,3,3,0.3637,True
val/class_03/3_4297.jpg,3,3,0.4554,True
val/class_03/3_4282.jpg,3,3,0.3868,True
val/class_03/3_4269.jpg,3,3,0.3851,True
val/class_03/3_4294.jpg,3,3,0.3770,True
val/class_03/3_4280.jpg,3,3,0.3851,True
val/class_03/3_4295.jpg,3,45,0.3854,False
val/class_03/3_4291.jpg,3,3,0.3912,True
val/class_03/3_4284.jpg,3,3,0.3814,True
val/class_03/3_4290.jpg,3,3,0.4044,True
val/class_03/3_4279.jpg,3,3,0.3750,True
val/class_03/3_4292.jpg,3,3,0.3794,True
val/class_03/3_4293.jpg,3,3,0.3839,True
val/class_03/3_4287.jpg,3,3,0.3663,True
val/class_03/3_4278.jpg,3,3,0.3760,True
val/class_03/3_4315.jpg,3,3,0.3874,True
val/class_03/3_4301.jpg,3,3,0.3960,True
val/class_03/3_4300.jpg,3,3,0.3953,True
val/class_03/3_4314.jpg,3,3,0.3825,True
val/class_03/3_4302.jpg,3,3,0.3951,True
val/class_03/3_4262.jpg,3,45,0.3085,False
val/class_03/3_4288.jpg,3,3,0.3797,True
val/class_03/3_4263.jpg,3,3,0.3909,True
val/class_03/3_4277.jpg,3,3,0.3897,True
val/class_03/3_4317.jpg,3,3,0.4015,True
val/class_03/3_4303.jpg,3,3,0.4102,True
val/class_03/3_4307.jpg,3,3,0.3919,True
val/class_03/3_4313.jpg,3,3,0.3904,True
val/class_03/3_4273.jpg,3,3,0.4122,True
val/class_03/3_4267.jpg,3,3,0.3764,True
val/class_03/3_4266.jpg,3,3,0.3715,True
val/class_03/3_4272.jpg,3,3,0.3884,True
val/class_03/3_4264.jpg,3,3,0.4096,True
val/class_03/3_4265.jpg,3,3,0.3937,True
val/class_03/3_4305.jpg,3,3,0.3999,True
val/class_03/3_4283.JPG,3,3,0.3992,True
val/class_03/3_4296.JPG,3,3,0.4049,True
val/class_03/3_4309.JPG,3,3,0.3701,True
val/class_03/3_4281.JPG,3,3,0.3910,True
val/class_03/3_4285.JPG,3,3,0.3794,True
val/class_03/3_4319.JPG,3,3,0.3790,True
val/class_03/3_4286.JPG,3,3,0.4697,True
val/class_03/3_4318.JPG,3,3,0.4053,True
val/class_03/3_4261.JPG,3,3,0.3879,True
val/class_03/3_4275.JPG,3,3,0.4024,True
val/class_03/3_4274.JPG,3,3,0.3998,True
val/class_03/3_4260.JPG,3,3,0.3799,True
val/class_03/3_4316.JPG,3,3,0.3898,True
val/class_03/3_4276.JPG,3,3,0.3828,True
val/class_03/3_4289.JPG,3,3,0.3605,True
val/class_03/3_4298.JPG,3,3,0.3777,True
val/class_03/3_4299.JPG,3,3,0.3742,True
val/class_03/3_4312.JPG,3,3,0.3731,True
val/class_03/3_4306.JPG,3,3,0.3879,True
val/class_03/3_4310.JPG,3,3,0.3719,True
val/class_03/3_4304.JPG,3,3,0.3934,True
val/class_03/3_4270.JPG,3,3,0.3806,True
val/class_03/3_4271.JPG,3,3,0.4120,True
val/class_03/3_4311.JPG,3,3,0.3711,True
val/class_04/4_3575.jpg,4,4,0.5832,True
val/class_04/4_3574.jpg,4,4,0.5773,True
val/class_04/4_3573.jpg,4,4,0.6190,True
val/class_04/4_3572.jpg,4,4,0.5703,True
val/class_04/4_3566.jpg,4,4,0.6452,True
val/class_04/4_3568.jpg,4,4,0.6191,True
val/class_04/4_3585.jpg,4,4,0.4799,True
val/class_04/4_3576.JPG,4,4,0.6216,True
val/class_04/4_3577.JPG,4,4,0.6319,True
val/class_04/4_3570.JPG,4,4,0.6260,True
val/class_04/4_3571.JPG,4,4,0.6246,True
val/class_04/4_3567.JPG,4,4,0.5879,True
val/class_04/4_3580.JPG,4,4,0.6171,True
val/class_04/4_3581.JPG,4,4,0.6232,True
val/class_04/4_3583.JPG,4,4,0.6195,True
val/class_04/4_3582.JPG,4,4,0.6009,True
val/class_04/4_3569.JPG,4,4,0.5698,True
val/class_04/4_3579.JPG,4,4,0.5864,True
val/class_04/4_3578.JPG,4,4,0.6475,True
val/class_04/4_3584.JPG,4,4,0.6150,True
val/class_05/5_3589.jpg,5,5,0.5154,True
val/class_05/5_3588.jpg,5,5,0.5393,True
val/class_05/5_3586.jpg,5,5,0.4741,True
val/class_05/5_3590.jpg,5,5,0.8322,True
val/class_05/5_3587.JPG,5,4,0.5898,False
val/class_05/5_3591.JPG,5,4,0.6207,False
val/class_06/6_2613.jpg,6,44,0.3111,False
val/class_06/6_2607.jpg,6,44,0.3096,False
val/class_06/6_2606.jpg,6,45,0.3130,False
val/class_06/6_2612.jpg,6,45,0.3120,False
val/class_06/6_2638.jpg,6,45,0.3131,False
val/class_06/6_2604.jpg,6,45,0.3079,False
val/class_06/6_2610.jpg,6,45,0.3177,False
val/class_06/6_2605.jpg,6,45,0.3118,False
val/class_06/6_2598.jpg,6,45,0.3161,False
val/class_06/6_2601.jpg,6,44,0.3189,False
val/class_06/6_2615.jpg,6,44,0.3171,False
val/class_06/6_2629.jpg,6,45,0.3139,False
val/class_06/6_2628.jpg,6,45,0.3102,False
val/class_06/6_2614.jpg,6,44,0.3090,False
val/class_06/6_2600.jpg,6,44,0.3148,False
val/class_06/6_2602.jpg,6,6,0.3021,True
val/class_06/6_2670.jpg,6,45,0.3140,False
val/class_06/6_2664.jpg,6,45,0.3056,False
val/class_06/6_2665.jpg,6,45,0.3176,False
val/class_06/6_2671.jpg,6,44,0.3177,False
val/class_06/6_2659.jpg,6,44,0.3142,False
val/class_06/6_2662.jpg,6,45,0.3143,False
val/class_06/6_2676.jpg,6,45,0.3113,False
val/class_06/6_2663.jpg,6,44,0.3141,False
val/class_06/6_2675.jpg,6,45,0.3153,False
val/class_06/6_2661.jpg,6,45,0.3095,False
val/class_06/6_2649.jpg,6,45,0.3098,False
val/class_06/6_2674.jpg,6,45,0.3150,False
val/class_06/6_2645.jpg,6,45,0.3111,False
val/class_06/6_2644.jpg,6,44,0.3202,False
val/class_06/6_2650.jpg,6,45,0.3147,False
val/class_06/6_2652.jpg,6,45,0.3190,False
val/class_06/6_2653.jpg,6,44,0.3097,False
val/class_06/6_2643.jpg,6,45,0.3067,False
val/class_06/6_2642.jpg,6,44,0.3213,False
val/class_06/6_2640.jpg,6,45,0.3097,False
val/class_06/6_2669.jpg,6,44,0.3123,False
val/class_06/6_2655.jpg,6,45,0.3127,False
val/class_06/6_2632.jpg,6,44,0.3218,False
val/class_06/6_2627.jpg,6,44,0.3144,False
val/class_06/6_2625.jpg,6,44,0.3139,False
val/class_06/6_2631.jpg,6,44,0.3095,False
val/class_06/6_2630.jpg,6,45,0.3125,False
val/class_06/6_2595.jpg,6,45,0.3093,False
val/class_06/6_2634.jpg,6,45,0.3143,False
val/class_06/6_2608.jpg,6,45,0.3055,False
val/class_06/6_2609.jpg,6,44,0.3169,False
val/class_06/6_2635.jpg,6,45,0.3166,False
val/class_06/6_2594.jpg,6,44,0.3198,False
val/class_06/6_2623.jpg,6,44,0.3139,False
val/class_06/6_2622.jpg,6,44,0.3132,False
val/class_06/6_2636.jpg,6,44,0.3131,False
val/class_06/6_2597.jpg,6,44,0.3164,False
val/class_06/6_2599.JPG,6,45,0.3154,False
val/class_06/6_2611.JPG,6,45,0.3113,False
val/class_06/6_2639.JPG,6,44,0.3172,False
val/class_06/6_2616.JPG,6,44,0.3100,False
val/class_06/6_2603.JPG,6,45,0.3144,False
val/class_06/6_2617.JPG,6,44,0.3074,False
val/class_06/6_2658.JPG,6,44,0.3129,False
val/class_06/6_2667.JPG,6,45,0.3110,False
val/class_06/6_2673.JPG,6,44,0.3169,False
val/class_06/6_2672.JPG,6,45,0.3163,False
val/class_06/6_2666.JPG,6,45,0.3124,False
val/class_06/6_2677.JPG,6,44,0.3159,False
val/class_06/6_2648.JPG,6,44,0.3070,False
val/class_06/6_2660.JPG,6,45,0.3131,False
val/class_06/6_2651.JPG,6,44,0.3172,False
val/class_06/6_2678.JPG,6,45,0.3118,False
val/class_06/6_2646.JPG,6,44,0.3097,False
val/class_06/6_2647.JPG,6,44,0.3155,False
val/class_06/6_2657.JPG,6,44,0.3139,False
val/class_06/6_2656.JPG,6,44,0.3082,False
val/class_06/6_2654.JPG,6,44,0.3108,False
val/class_06/6_2668.JPG,6,45,0.3174,False
val/class_06/6_2641.JPG,6,44,0.3128,False
val/class_06/6_2626.JPG,6,44,0.3146,False
val/class_06/6_2633.JPG,6,44,0.3135,False
val/class_06/6_2619.JPG,6,45,0.3134,False
val/class_06/6_2624.JPG,6,44,0.3117,False
val/class_06/6_2618.JPG,6,44,0.3117,False
val/class_06/6_2620.JPG,6,44,0.3109,False
val/class_06/6_2621.JPG,6,45,0.3128,False
val/class_06/6_2596.JPG,6,44,0.3146,False
val/class_06/6_2637.JPG,6,45,0.3184,False
val/class_07/7_1888.JPG,7,7,0.6333,True
val/class_07/7_1889.JPG,7,7,0.5339,True
val/class_07/7_1893.JPG,7,7,0.6411,True
val/class_07/7_1887.JPG,7,7,0.6153,True
val/class_07/7_1886.JPG,7,7,0.6380,True
val/class_07/7_1892.JPG,7,7,0.6672,True
val/class_07/7_1884.JPG,7,7,0.6329,True
val/class_07/7_1890.JPG,7,7,0.6463,True
val/class_07/7_1891.JPG,7,7,0.6449,True
val/class_07/7_1885.JPG,7,7,0.5356,True
val/class_07/7_1894.JPG,7,7,0.6603,True
val/class_07/7_1883.JPG,7,7,0.6813,True
val/class_08/8_1895.JPG,8,8,0.5305,True
val/class_08/8_1896.JPG,8,7,0.6309,False
val/class_08/8_1909.JPG,8,8,0.6293,True
val/class_08/8_1908.JPG,8,8,0.6646,True
val/class_08/8_1897.JPG,8,8,0.6288,True
val/class_08/8_1911.JPG,8,8,0.6568,True
val/class_08/8_1905.JPG,8,8,0.6534,True
val/class_08/8_1904.JPG,8,8,0.6147,True
val/class_08/8_1910.JPG,8,8,0.6749,True
val/class_08/8_1899.JPG,8,8,0.6373,True
val/class_08/8_1906.JPG,8,8,0.6522,True
val/class_08/8_1912.JPG,8,8,0.6403,True
val/class_08/8_1907.JPG,8,8,0.6474,True
val/class_08/8_1898.JPG,8,8,0.6371,True
val/class_08/8_1903.JPG,8,8,0.6501,True
val/class_08/8_1902.JPG,8,8,0.6555,True
val/class_08/8_1900.JPG,8,8,0.6309,True
val/class_08/8_1901.JPG,8,8,0.6451,True
val/class_09/9_3128.jpg,9,9,0.3910,True
val/class_09/9_3129.jpg,9,9,0.4048,True
val/class_09/9_3139.jpg,9,9,0.4246,True
val/class_09/9_3138.jpg,9,9,0.3922,True
val/class_09/9_3177.jpg,9,9,0.4040,True
val/class_09/9_3163.jpg,9,9,0.3992,True
val/class_09/9_3162.jpg,9,9,0.4265,True
val/class_09/9_3176.jpg,9,9,0.4171,True
val/class_09/9_3160.jpg,9,9,0.4221,True
val/class_09/9_3174.jpg,9,9,0.4175,True
val/class_09/9_3148.jpg,9,9,0.4056,True
val/class_09/9_3149.jpg,9,9,0.3877,True
val/class_09/9_3175.jpg,9,9,0.4193,True
val/class_09/9_3161.jpg,9,9,0.3952,True
val/class_09/9_3159.jpg,9,9,0.3970,True
val/class_09/9_3165.jpg,9,9,0.4204,True
val/class_09/9_3171.jpg,9,9,0.3952,True
val/class_09/9_3170.jpg,9,9,0.4106,True
val/class_09/9_3164.jpg,9,9,0.4151,True
val/class_09/9_3158.jpg,9,9,0.4392,True
val/class_09/9_3172.jpg,9,9,0.3886,True
val/class_09/9_3166.jpg,9,9,0.3924,True
val/class_09/9_3167.jpg,9,9,0.4137,True
val/class_09/9_3173.jpg,9,45,0.3288,False
val/class_09/9_3156.jpg,9,9,0.3967,True
val/class_09/9_3142.jpg,9,9,0.4160,True
val/class_09/9_3143.jpg,9,9,0.3869,True
val/class_09/9_3157.jpg,9,9,0.3880,True
val/class_09/9_3180.jpg,9,9,0.4055,True
val/class_09/9_3141.jpg,9,9,0.4151,True
val/class_09/9_3155.jpg,9,9,0.3984,True
val/class_09/9_3169.jpg,9,9,0.4027,True
val/class_09/9_3168.jpg,9,9,0.3902,True
val/class_09/9_3154.jpg,9,9,0.4174,True
val/class_09/9_3140.jpg,9,9,0.4031,True
val/class_09/9_3178.jpg,9,9,0.4085,True
val/class_09/9_3144.jpg,9,9,0.4140,True
val/class_09/9_3150.jpg,9,9,0.4150,True
val/class_09/9_3151.jpg,9,9,0.3970,True
val/class_09/9_3145.jpg,9,9,0.3644,True
val/class_09/9_3179.jpg,9,9,0.4120,True
val/class_09/9_3153.jpg,9,45,0.3747,False
val/class_09/9_3147.jpg,9,9,0.4160,True
val/class_09/9_3146.jpg,9,9,0.3975,True
val/class_09/9_3152.jpg,9,9,0.4035,True
val/class_09/9_3135.jpg,9,9,0.4110,True
val/class_09/9_3134.jpg,9,9,0.4018,True
val/class_09/9_3136.jpg,9,9,0.4161,True
val/class_09/9_3137.jpg,9,9,0.4137,True
val/class_09/9_3127.jpg,9,9,0.3995,True
val/class_09/9_3133.jpg,9,9,0.3998,True
val/class_09/9_3132.jpg,9,9,0.3911,True
val/class_09/9_3130.jpg,9,9,0.4146,True
val/class_09/9_3131.jpg,9,9,0.4062,True
val/class_10/10_2453.jpg,10,10,0.5750,True
val/class_10/10_2447.jpg,10,10,0.5172,True
val/class_10/10_2446.jpg,10,10,0.5933,True
val/class_10/10_2452.jpg,10,10,0.5280,True
val/class_10/10_2450.jpg,10,45,0.3208,False
val/class_10/10_2451.jpg,10,10,0.5450,True
val/class_10/10_2469.jpg,10,10,0.5897,True
val/class_10/10_2455.jpg,10,11,0.6047,False
val/class_10/10_2468.jpg,10,10,0.5938,True
val/class_10/10_2456.jpg,10,10,0.5815,True
val/class_10/10_2457.jpg,10,14,0.5698,False
val/class_10/10_2466.jpg,10,10,0.6180,True
val/class_10/10_2467.jpg,10,10,0.3807,True
val/class_10/10_2459.jpg,10,10,0.5655,True
val/class_10/10_2458.jpg,10,10,0.5638,True
val/class_10/10_2464.jpg,10,10,0.5626,True
val/class_10/10_2461.jpg,10,15,0.3445,False
val/class_10/10_2463.jpg,10,10,0.5669,True
val/class_10/10_2462.jpg,10,10,0.5187,True
val/class_10/10_2444.JPG,10,15,0.3469,False
val/class_10/10_2445.JPG,10,10,0.5671,True
val/class_10/10_2454.JPG,10,10,0.6100,True
val/class_10/10_2465.JPG,10,11,0.6695,False
val/class_10/10_2470.JPG,10,10,0.6080,True
val/class_10/10_2448.JPG,10,44,0.2777,False
val/class_10/10_2460.JPG,10,10,0.6004,True
val/class_10/10_2449.JPG,10,10,0.5349,True
val/class_11/11_2491.jpg,11,15,0.3667,False
val/class_11/11_2485.jpg,11,15,0.3402,False
val/class_11/11_2493.jpg,11,11,0.5153,True
val/class_11/11_2487.jpg,11,11,0.5494,True
val/class_11/11_2478.jpg,11,44,0.3187,False
val/class_11/11_2492.jpg,11,10,0.5734,False
val/class_11/11_2483.jpg,11,11,0.4165,True
val/class_11/11_2481.jpg,11,45,0.3306,False
val/class_11/11_2494.jpg,11,11,0.6554,True
val/class_11/11_2480.jpg,11,11,0.5849,True
val/class_11/11_2472.jpg,11,10,0.5924,False
val/class_11/11_2473.jpg,11,15,0.3139,False
val/class_11/11_2471.jpg,11,45,0.3090,False
val/class_11/11_2474.jpg,11,11,0.6511,True
val/class_11/11_2475.jpg,11,11,0.6638,True
val/class_11/11_2476.jpg,11,10,0.5955,False
val/class_11/11_2489.jpg,11,45,0.3668,False
val/class_11/11_2484.JPG,11,15,0.3510,False
val/class_11/11_2490.JPG,11,15,0.3527,False
val/class_11/11_2479.JPG,11,11,0.6439,True
val/class_11/11_2486.JPG,11,10,0.5768,False
val/class_11/11_2482.JPG,11,10,0.3728,False
val/class_11/11_2488.JPG,11,11,0.6393,True
val/class_11/11_2477.JPG,11,11,0.5807,True
val/class_12/12_3594.jpg,12,12,0.3190,True
val/class_12/12_3608.jpg,12,12,0.3131,True
val/class_12/12_3620.jpg,12,12,0.3484,True
val/class_12/12_3596.jpg,12,12,0.3523,True
val/class_12/12_3623.jpg,12,44,0.3075,False
val/class_12/12_3633.jpg,12,12,0.3443,True
val/class_12/12_3592.jpg,12,12,0.3203,True
val/class_12/12_3593.jpg,12,12,0.3665,True
val/class_12/12_3618.jpg,12,45,0.3370,False
val/class_12/12_3630.jpg,12,12,0.3493,True
